NIT,"DV
SEDE",ORGANIZACIÓN,GRUPO POBLACIONAL,RED TERRITORIAL,LOCALIDAD,BARRIO,DIRECCIÓN,CONTACTO,TELÉFONOS DE CONTACTO,CORREO,DIA DE PEDIDO,FRECUENCIA,SEMANA
860023408,,FUNDACION DE PREVENCION INFANTIL,"1. INSTITUCIÓN EDUCATIVA
2. INTERNADO",SOACHA,SIBATE,VEREDA PERICO,VEREDA PERICO,DELIA HERLINDA TOCTAGUANO CAZA,3112599696,"internadopreventorioinfantil@gmail.com, preventorioinfantil03@hotmail.com 
",MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
830062192,,FUNDACION AMIGOS DE JESUS Y MARIA,COMEDOR ESCOLAR,FONTIBÓN,KENNEDY,VERGEL OCCIDENTAL,CRA 81B N. 15A-30,"CAROLINA ANDRADE, SONIA PARRA",4110526 - 3134635530 - 310 8619823-3108612132 Marlen,"servicioscomunidad@fundacionamigosdejesusymaria.org, info@fundacionamigosdejesusymaria.org",MARTES,QUINCENAL,4 SEMANA
860014805,-3,ASOCIACION SOCIEDAD DE SAN VICENTE DE PAUL DE BOGOTA - JORNADA ALTERNA MI CASITA,COMEDOR ESCOLAR,ENGATIVÁ,SUBA,RINCÓN,CALLE 129 D BIS NO. 86A-35,LEONOR RODRIGUEZ - JOSE ALDANA,3183591927 - 3185530436,direccion@sociedadsanvicentedepaul.org,VIERNES,QUINCENAL,1 Y 3 SEMANA DEL MES
800043886,,PARROQUIA MADRE Y REINA DEL CARMELO,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,HIPOTECHO,CRA 68 F NO. 3A-62,CLAUDIA CARDENAS,3508439682,,JUEVES,MENSUAL,3 SEMANA
900868810,-2,FUNDACION DESAFIOS - SEDE PONTEVEDRA,TERAPÉUTICO POR ADICCIÓN,ENGATIVÁ,SUBA,PONTEVEDRA,CARRERA 70 G # 117 -15,AELEN MARIN,300 444 5546,fundaciondesafioscolombia@hotmail.com,LUNES,SEMANAL,SEMANAL
900320142,,FUNDACION CASITA DE PAN,JARDÍN INFANTIL,SAN JOSÉ,SAN CRISTÓBAL,LA PENÍNSULA,CALLE 47 A SUR No. 1 - 83,DIANA PAOLA CASTRO,3144762204,fundacioncasitadepan@hotmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
830129949,,FUNDACION CATOLICA VID,COMEDOR ESCOLAR,ENGATIVÁ,SUBA,NUEVA ZELANDIA,CARRERA 51B # 181 - 21,FABIOLA DEL SOCORRO SALAZAR SEGURA,674 2095- 672 0494 - CASA 257 7580 - 300 2790236 - 3002790600,fundacioncatolicavid@yahoo.com,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
860021713,,CONGREGACION DE LAS RELIGIOSAS SIERVAS DE JESUS DE LA CARIDAD,ADULTO MAYOR,CRISTO SACERDOTE,TEUSAQUILLO,NICOLAS DE FEDERMAN,CRA 38 A No.58A-53,HERMANA HILDA -,221 3915/3108026183/3208400397,sdjcombogota@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA DEL MES
900163303,,FUNDACION MARIA ELENA FUNDAME,ADULTO MAYOR,SAN PABLO,USME,MARICHUELA,CALLE 75 BIS SUR No. 14 C - 11,VIRGELINA JARAMILLO,7183996 - 7612262 - 3133344640,fundame14enero@hotmail.com,MIÉRCOLES,QUINCENAL,1 Y 3 SEMANA
901043214,,FUNDACION MIZIZI YA MABABU,COMEDOR ESCOLAR,SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,POTOSI,CALLE 80 B SUR # 40-08,PABLO OMAR GRUEZO RIASCOS,3163937806,fundamiyama@gmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900066996,,CORPORACION PARA EL DESARROLLO INTEGRAL SOCIAL Y COMUNITARIO MI DULCE ANGELITO,JARDÍN INFANTIL,FONTIBÓN,KENNEDY,DINDALITO I SECTOR,CRA 86B BIS N.42F-34 SUR,ANA CLAUDIA CALDERON,3103210999,corpomidulceangelito@gmail.com,VIERNES,SEMANAL,SEMANAL
900126032,,REINGENIERIA DE CORAZONES PARA UN NUEVO AMANECER,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",INMACULADA CONCEPCIÓN,CANDELARIA,SANTA BARBARA,CARRERA 6 No. 5 - 99,JAIRO DUARTE,3336675/3203250324,reingenieriadecorazones@hotmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
900262945,,FUNDACION GERONTOLOGICA AÑOS DORADOS,ADULTO MAYOR,FONTIBÓN,FONTIBÓN,MODELIA,CRA. 81 C NO. 22 C - 22,#N/A,3455388-3102787199,doradofundacion@gmail.com,JUEVES,MENSUAL,2 SEMANA
900407662,,FUNDACION SISTEMA INTEGRAL GLOBAL EN RED SOCIAL,JARDÍN INFANTIL,ENGATIVÁ,SUBA,CERROS,CRA. 89 NO. 152 - 42,CELMIRA BARRERO,3176616466,fundsiglored@gmail.com,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
800040208,,ASOCIACION PRODEFENSA DEL NIÑO Y LA NIÑA DEL BARRIO VILLA NIDIA,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,VILLA NIDIA,"CALLE 161 No. 4 A - 45
JARDÍN ""APRENDIENDO JUNTOS""",GLORIA YAMILE GONZÁLEZ,3103252713,"asociacionpro-defensa@hotmail.es,hicerronorte@gmail.com",LUNES,MENSUAL,1 SEMANA
800040208,,ASOCIACION PRODEFENSA DEL NIÑO Y LA NIÑA DEL BARRIO VILLA NIDIA,"1. TEJIENDO COMUNIDAD
2. ADULTO MAYOR",PADRE MISERICORDIOSO,USAQUÉN,CERRO NORTE,"CALLE 160 C BIS No. 1 B - 11
ADMINISTRATIVA Y OPERATIVA
JARDÍN ""NUESTRO NIDO""",GLORIA YAMILE GONZÁLEZ,3103252713,"asociacionpro-defensa@hotmail.es,hicerronorte@gmail.com",LUNES,MENSUAL,1 SEMANA
830024534,,FUNDACION GUSTAVO APONTE ROJAS,COMEDOR ESCOLAR,FONTIBÓN,KENNEDY,DINDALITO,CARRERA 88 H BIS No. 42 - 26 SUR,CLAUDIA CORTÉS TORRES (DIRECTORA) - MAGYURI MILA HERRERA (SECRETARIA),3176422715 (INSTITUCIONAL) - 3204168783 (PERSONAL) - 4518553,obrasocialfgar@gmail.com,LUNES,QUINCENAL,2 Y 4 SEMANA
900177830,,FUNDACIÓN HOGAR ABUELITOS QUERIDOS,ADULTO MAYOR,ESPÍRITU SANTO,RAFAEL URIBE URIBE,QUIROGA,CALLE 41 B SUR No. 24 - 39,DORIS SÁNCHEZ,3115395300,dorissanchezlen@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA
830114309,,FUNDACION DE ASISTENCIA PREVENTIVA E INCLUSION SOCIAL - CARES,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,SANTA FÉ,SAN VICTORINO,Calle 15 N.15-39,NARCISA PÉREZ Y LUISA FERNANDA TORO,3108078494 - 3167951198 (PEDIDOS),direccion@fundacioncares.co,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
900189564,,FUNDACION HOGAR DE LA MANO CON CRISTO,ADULTO MAYOR,ESPÍRITU SANTO,RAFAEL URIBE URIBE,INGLES,CARRERA 24 No. 40 A - 09 SUR,HILDUARA RODRIGUEZ LONDOÑO,3144728998,fundacionhogardelamanoconcristo@hotmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
830097154,,PARROQUIA SAN VALENTIN DE BERRIOCHOA,TEJIENDO COMUNIDAD,SAN PABLO,USME,LA FISCALA - CENTRO,DIAGONAL 65 C BIS SUR No. 4 G - 66 ESTE,PADRE ALEXANDER BÁEZ MORA - OLGA MENDEZ,7685309 - 3219805503 - 3152408540,psanvalentindeberriochoa@arquibogota.org.co,MIÉRCOLES,SEMANAL,2 SEMANA
901692519,,SAGALA,TERAPÉUTICO POR DISCAPACIDAD,FONTIBÓN,KENNEDY,GRAN BRITALIA,CALLE 50 SUR No. 80 H - 18,JOSÉ LAGUNA MORENO,3228719101,fundacionsagala@gmail.com,LUNES,SEMANAL,SEMANAL
860523694,,ESCUELA TECNOLOGICA INSTITUTO TECNICO CENTRAL LA SALLE,INSTITUCIÓN EDUCATIVA,INMACULADA CONCEPCIÓN,LOS MÁRTIRES,LA FAVORITA,CALLE 13 No. 16 - 74,RITA FAJARDO,"3157157919
3124474457","rectoria@itc.edu.co, auxbienestar@itc.edu.co, pastoralpes@itc.edu.c",LUNES,SEMANAL,SEMANAL
900370489,,FUNDACION VUELVE A SOÑAR CENTRO DE REHABILITACION Y RESTAURACION,TERAPÉUTICO POR ADICCIÓN,FONTIBÓN,KENNEDY,NUEVO KENNEDY,AVDA. CRA. 80 NO. 42 A - 86 SUR,YANETH TORRES,314 4831171,fundacionvuelveasonar@hotmail.com,JUEVES,MENSUAL,3 SEMANA
901295021,,SOLUCIONES AMBIENTALES MARÍN,TEJIENDO COMUNIDAD,ENGATIVÁ,SUBA,EL LAGUITO,"CALLE 129 C No. 98 B - 15 (ADMINISTRATIVA - CENTRO DE RECICLAJE)
CALLE 129 F No. 98 B - 00 ESQUINA (OPERATIVA - SALÓN COMUNAL) PUNTO DE ENVIO","ALIEDA MARÍN
KATERINE MARÍN",3228363110,ecosaim.esp@gmail.com,LUNES,SEMANAL,SEMANAL
860025553,,FUNDACION PROTECCION DE LA JOVEN AMPARO DE NIÑAS,INTERNADO,ENGATIVÁ,ENGATIVÁ,JARDIN BOTÁNICO,AV CRA 70 N.49 -82,CARMEN,3167969816,info@amparodeninas.org,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
830122712,,FUNDACION JAIME BENITEZ TOBON,INTERNADO,ENGATIVÁ,ENGATIVÁ,FLORESTA,CARRERA 69 No. 80 - 20 / 70,MARIA ELENA BENITEZ LONDOÑO,3213140059 (PRINCIPAL Y PRIMER CONTACTO) - 3160190412 (NÚMERO DE APOYO) - 3153345537 (NÚMERO DE APOYO),fundacionjaimebeniteztobon@gmail.com,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
800236035,,FUNDACIÓN CRECIENDO UNIDOS,COMEDOR ESCOLAR,SOACHA,SOACHA,CARACOLÍ,CALLE 42 No. 39 ESTE - 25,REINEL GARCÍA MARTÍNEZ,3137452897 - 3105749046,administracion@creciendounidos.org.co,JUEVES,QUINCENAL,2 Y 4 SEMANA
800236035,,FUNDACIÓN CRECIENDO UNIDOS,COMEDOR ESCOLAR,SAN JOSÉ,SAN CRISTÓBAL,VILLA JAVIER,CARRERA 3 No. 8 A - 22 SUR,REINEL GARCÍA MARTÍNEZ,3137452897 - 3105749046,administracion@creciendounidos.org.co,JUEVES,QUINCENAL,2 Y 4 SEMANA
830091306,,CORPORACION PARA EL DESARROLLO COMUNITARIO EL BUEN SAMARITANO Y SU SIGLA COPDECSAM,COMEDOR AMIGO,FONTIBÓN,KENNEDY,EL JAZMIN OCCIDENTAL,CRA. 97 A BIS NO. 42 A - 13 SUR,DORA ELIZABET VARGAS ROMERO,3154808435,doritas12@hotmail.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
800151826,,PARROQUIA SAN MARIO,BUEN SAMARITANO,SAN JOSÉ,USME,JUAN REY LA FLORA,CALLE 75 SUR NO. 13 B 72 ESTE,SARA YAMILE ROMERO ROMERO (PEDIDOS) - PADRE JESÚS ARROYAVE,"3022612226 (PEDIDOS) SOLO SI NO RESPONDEN DESPUÉS DE VARIOS INTENTOS, LLAMAR AL PADRE - 3052164093 (PADRE)",psanmario@arquibogota.org.co,MARTES,SEMANAL,SEMANAL
900136903,5,FUNDACIÓN MIL SEMILLAS - CARVAJAL SEDE 5,JARDÍN INFANTIL,FONTIBÓN,KENNEDY,CARVAJAL,CALLE 34 SUR No. 68 I - 35,DAVID MONTOYA - CRISTIAN SERRATO,3203842555 - 3212138270 PEDIDOS,contabilidadmilsemillas@gmail.com,MIÉRCOLES,SEMANAL,SEMANAL
900298439,,FUNDACION COLOMBIANA BRAZOS ABIERTOS,TEJIENDO COMUNIDAD,FONTIBÓN,KENNEDY,VILLA DE LA LOMA,CARRERA 82 A No. 42 B - 54 SUR,ALEYDA PINILLA,3138540775,"fundacioncolombiana.brazosabiertos@hotmail.com,apinilla8@misena.edu.co",VIERNES,SEMANAL,SEMANAL
860007314,-4,CONGREGACION SIERVAS DE CRISTO SACERDOTE - HOGAR DORMITORIO DE PASO EMAUS,"1. COMEDOR ESCOLAR
2. ADULTO MAYOR",ESPÍRITU SANTO,SANTA FÉ,LAS CRUCES,CARRERA 9 No. 1 C - 70,HERMANA ANA STELLA SORZA ACOSTA,3117693708- 3118347996,,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
860007314,-6,CONGREGACION SIERVAS DE CRISTO SACERDOTE - HOGAR SAGRADA FAMILIA,INTERNADO,ESPÍRITU SANTO,SANTA FÉ,LAS CRUCES,CARRERA 8 No. 1 D - 25,HERMANA ANA STELLA SORZA ACOSTA,3117693708- 3118347996,,MARTES,QUINCENAL,2 Y 4 SEMANA DEL MES
900266337,,FUNDACION OMAR MEDINA,TERAPÉUTICO POR ADICCIÓN,SAN PABLO,USME,SANTA LIBRADA,CALLE 73 C SUR No. 14 R - 36,GLORIA / OMAR MEDINA,3168762960 - 3164726104,fundacionomarmedina@hotmail.com,SÁBADO,SEMANAL,SEMANAL
900077736,,FUNDACION SEMILLA DE LA ESPERANZA,TEJIENDO COMUNIDAD,SAN PABLO,USME,ALFONSO LÓPEZ,CRA 7 B ESTE N. 86 B-76 SUR,MARICEL MORALES,3118160135,fundacionsemilladelaesperanza@yahoo.es,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
900179144,,PARROQUIA DE SAN VICENTE DE PAUL,BUEN SAMARITANO,FONTIBÓN,MOSQUERA,PORVENIR RIO VIA MOSQUERA,CALLE 14 A No. 4 - 50,PADRE SEBASTIAN MARTÍNEZ VALERO - PADRE LEONARDO CALDERON,3232894947,parroquiasanvicentepaul@outlook.com,JUEVES,SEMANAL,SEMANAL
900138104,,CORPOALEGRIA,TERAPÉUTICO POR DISCAPACIDAD,CRISTO SACERDOTE,BARRIOS UNIDOS,SAN FELIPE - DOCE DE OCTUBRE,"CALLE 74 A No. 23 - 48 (PRINCIPAL - ADMINISTRATIVA / OPERATIVA), CARRERA 30 No. 75 - 45 (OPERATIVA)",YENI ALEJANDRA PEDRAZA - DIANA ORJUELA,3108039756 - 3002085525,contacto@corpoalegria.org,VIERNES,QUINCENAL,2 Y 4 SEMANA DEL MES
900529512,,CORPORACION CENTRO DE PASTORAL AFROCOLOMBIANA,TEJIENDO COMUNIDAD,CRISTO SACERDOTE,RAFAEL URIBE URIBE,LA PICOTA ORIENTAL,CALLE 49 D SUR No. 4 - 90 (SEDE OPERATIVA) - CALLE 67 No. 14 A - 26 (SEDE ADMINISTRATIVA),PADRE EMIGDIO CUESTA PINO,3203265588/317 441 2405,,LUNES,MENSUAL,4 SEMANA
800208607,,FUNDACION FORMEMOS - CENTRO CAMPESINO DE FORMACION,INSTITUCIÓN EDUCATIVA,INMACULADA CONCEPCIÓN,TENA,TENA,"KM 32,5 - VÍA BOGOTÁ LA MESA",LUISA FERNANDA ESGUERRA,3176373033,lfesguerra@fundacionformemos.org,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
901408406,,IGLESIA CRISTIANA APOSTÓLICA Y PROFÉTICA TIERRA DE BENDICIÓN,TEJIENDO COMUNIDAD,FONTIBÓN,FACATATIVA,SANTA RITA,CALLE 8 No. 6 - 45 PISO 2,BEATRIZ ELENA GONZÁLEZ PARRA,3158978285,begonza88@hotmail.com,LUNES,SEMANAL,SEMANAL
900236037,-1,ASOCIACION DE RECICLADORES DE CHAPINERO - ASOCHAPINERO,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,PUENTE ARANDA,CENTENARIO,CARRERA 37 # 16 -18,MARTHA PEREZ,3103000505,asochapinero2018@gmail.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
901018804,,FUNDACION ASOMATE A LA INFANCIA ADOLECENTES Y FAMILIA TRANSFORMANDO SOCIEDAD,"1. JARDÍN INFANTIL
2. COMEDOR AMIGO",INMACULADA CONCEPCIÓN,SANTA FÉ,LOS MARTIRES,CARRERA 18 No. 23-42,AURA MARÍA LÓPEZ,3115415301,auramarialopez@yahoo.es,VIERNES,SEMANAL,SEMANAL
830121587,,FUNDACION BELLA FLOR,"1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,DOMINGO LAIN,CALLE 64 F No. 18 L - 73 SUR,ERIKA JIMÉNEZ,3157570348 - 3155743679,coordinacion@bellaflor.org,MARTES,SEMANAL,SEMANAL
901299177,,FUNDACION ANA VALENTINA,"1. COMEDOR ESCOLAR
2. TEJIENDO COMUNIDAD",SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,EL RECUERDO MEDIO (ZONA DE INVASIÓN),CALLE 81 C SUR No. 22 A - 66,MIGUEL ANDRES TOVAR SOSA,3152136761,proyectos@anavalentina.org,JUEVES,QUINCENAL,2 Y 4 SEMANA
800243329,,PARROQUIA SAN EZEQUIEL MORENO,TEJIENDO COMUNIDAD,SOACHA,SOACHA,ESTANCIA NUEVA,CALLE 60 SUR No. 74 L - 06,PADRE OVEIMAR STEVE CORTES PINILLA,3233247945 - 3028579947,"omegomez13@gmail.com, capillatr@gmail.com",MARTES,MENSUAL,1 SEMANA
800243329,-2,PARROQUIA SAN EZEQUIEL MORENO - MADRE TERESA DE CALCUTA,TEJIENDO COMUNIDAD,SOACHA,SOACHA,BALCANES,CALLE 60 B No. 2 - 17,PADRE NELSON SOTAQUIRA RINCON/ANA DIVA OME BURBANO,3105750242 - 3133582812,"omegomez13@gmail.com, capillatr@gmail.com",MARTES,MENSUAL,1 SEMANA
900051220,,ASOCIACION DE DAMAS SALESIANAS CENTRO MAMA MARGARITA SIGLA ADS - CMM,TEJIENDO COMUNIDAD,PADRE MISERICORDIOSO,USAQUÉN,LA CITA,CALLE 170 NO. 7-60 (SEDE ADMINISTRATIVA),LUZ STELLA SAMPER RÍOS,3017549706 - 6744683,centroadsmamamargarita@gmail.com-comedordonboscoads@gmail.com,MARTES,MENSUAL,2 SEMANA
900746165,-1,FUNDACION SAL DEL MUNDO,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,SANTA FÉ,CENTRO,DIAGONAL 3 # 7A 23 ESTE,DIANA CARRASCO - WILSON BERNAL,321 7564269 - 3103002057,saldelmundoit@gmail.com,JUEVES,Quincenal,1 Y 3 SEMANA DEL MES
860034248,,COMUNIDAD DE LAS HIJAS DE SANTA MARIA DE LA PROVIDENCIA,INTERNADO,PADRE MISERICORDIOSO,USAQUÉN,LA CITA,CALLE 170 NO. 8-11,Hermana Magda San Juan,3166669093,cersanmap@yahoo.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
830084156,,FUNDACION AMIGOS DEL ABUELO,ADULTO MAYOR,ESPÍRITU SANTO,LOS MÁRTIRES,SANTA ISABEL,CLL 1D N.25-30,HELDA ROSA GÓMEZ GIRALDO -DEYANIRA LOPEZ,3213999356 - 247 4442,abuelosamigos2000@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
901312445,,FUNDACIÓN NACIENDO DE NUEVO,COMEDOR AMIGO,FONTIBÓN,KENNEDY,MARÍA PAZ,TRANSVERSAL 81 BIS A No. 34 A - 21 SUR,GLORIA ESNEDA VERGARA AGUDELO - TATIANA PINEDA,3107779580,funnaciendodenuevo@gmail.com,LUNES,MENSUAL,1 SEMANA
900317029,,FUNDACION MARTHA CHACON CRECIENDO PARA EL MAÑANA,TERAPÉUTICO POR DISCAPACIDAD,FONTIBÓN,KENNEDY,GRAN BRITALIA,CARRERA 80 H No. 52 - 17 (ÚNICO PUNTO DE ENVÍO),MARTHA CHACON,2737541 - 3134488266,discapacidadmarta@hotmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
860514355,,CENTRO DE EDUCACION Y REHABILITACION SANTA MARIA DE LA PROVIDENCIA,TERAPÉUTICO POR DISCAPACIDAD,PADRE MISERICORDIOSO,USAQUÉN,LA CITA, CALLE 170 #N° 8 – 11,MAGDA JOHANNA SAN JUAN,316 6669093,cersanmap@yahoo.com,JUEVES,QUINCENAL,2 Y 4 SEMANA DEL MES
860504924,,FUNDACIÓN VOLUNTARIADO JUAN PABLO II,"1. INTERNADO
2. ADULTO MAYOR",CRISTO SACERDOTE,BARRIOS UNIDOS,LA AURORA NORTE,CARRERA 28 A No. 75 - 24,SANDRA PACHÓN,3103921648 - 2404603,direccion@fundacionjuanpabloii.com,JUEVES,QUINCENAL,2 Y 4 SEMANA
900243121,,FUNDACION EL REMANENTE,COMEDOR ESCOLAR,SOACHA,SOACHA,DUCALES,CRA 13 G N. - 9-68 SUR,CLAUDIA LIDIA SUÁREZ,781 3846 - 3118459393/3133852442,,MIÉRCOLES,MENSUAL,2 SEMANA
900746165,-2,FUNDACION SAL DEL MUNDO - LACHES,TEJIENDO COMUNIDAD,INMACULADA CONCEPCIÓN,SANTA FÉ,CENTRO,DIAGONAL 3 # 7A 23 ESTE,DIANA,321 7564269 - 3103002057,saldelmundoit@gmail.com,JUEVES,Quincenal,1 Y 3 SEMANA DEL MES
900313532,,FUNDACION SEMILLAS DE VIDA Y AMOR,COMEDOR ESCOLAR,SAN PABLO,RAFAEL URIBE URIBE,EL PESEBRE,CLL 33 B SUR No. 13 J -11,CLARA INES TUTA PEREZ,3202619919,,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
900666616,,FUNDACION UN LUGAR DONDE PUEDES CRECER,COMEDOR ESCOLAR,FONTIBÓN,KENNEDY,TOCAREMA,CALLE 6 # 88 G - 11,NORBERTO LOPEZ MORA,3192587368,apadrinemosjuntos@gmail.com,VIERNES,SEMANAL,SEMANAL
900888635,,FUNDACION CULTIVANDO TALENTOS,TEJIENDO COMUNIDAD,ENGATIVÁ,ENGATIVÁ,LAS FERIAS OCCIDENTE,CALLE 77 No. 69 P - 67,MARTHA YANETH GUERRERO,4725113/3112115283,anciana1800@yahoo.com.mx,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
901394689,,"FUNDACIÓN HOGAR FC
(ANTES FUNDACIÓN UNIDOS SOMOS MÁS FUERTES)","1. COMEDOR AMIGO
2. TEJIENDO COMUNIDAD",SANTA ISABEL DE HUNGRÍA,CIUDAD BOLÍVAR,POTOSÍ,CALLE 76 SUR No. 41 - 26,BRAYAN DAVID CAMPOS BARRERA,3132605040,info@fundacionhogar.onmicrosoft.com,VIERNES,SEMANAL,SEMANAL
860531776,,FUNDACION FIAMBRE,COMEDOR ESCOLAR,SOACHA,SOACHA,LA CAPILLA,CRA 1A N.11-07 ENTRADA 2C,ADRIANA PALACIO,3103596119,info@fundacionfiambre.org,LUNES,QUINCENAL,2 Y 4 SEMANA
830097378,,EL JARDIN DE LOS ABUELOS BARRIO NUEVA DELHI,ADULTO MAYOR,SAN JOSÉ,SAN CRISTÓBAL,NUEVA DELHY,CALLE 60 SUR N. 13 F-53 ESTE,JANETTE MARTINEZ CALDERON,3052364113,jardinabuelosnuevadelhi@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
830063790,-1,FUNDACION PROYECTO DE VIDA ICBF,COMEDOR ESCOLAR,CRISTO SACERDOTE,CHAPINERO,DIVINO NIÑO,CRA 11 #94-47 OF:704,MAURICIO GARCIA MARULANDA,316 690 7434,info@proyectodevida.org,JUEVES,QUINCENAL,1 Y 3 SEMANA DEL MES
900175374,-2,ASOCIACION DE HOGARES SI A LA VIDA - SEDE RESTREPO,ADULTO MAYOR,SAN PABLO,ANTONIO NARIÑO,RESTREPO OCCIDENTAL,CRA 24 F # 20- 49 SUR,VIVIANA CAROLINA MELO DIAZ,HELINDA DIAZ 3005580636. TOMA DE PEDIDO DE FERIA IVONNE GUTIERRES 3142908805,asociaciondehogaressialavida@gmail.com,JUEVES,SEMANAL,SEMANAL
900659667,,FUNDACION RECOJAMOS SEMILLITAS,JARDÍN INFANTIL,FONTIBÓN,KENNEDY,GALAN,CRA. 96 B NO. 38 C - 32 SUR,ADELA RODRÍGUEZ ACOSTA,3133570556,recogiendosemillitas@gmail.com,MIÉRCOLES,QUINCENAL,2 Y 4 SEMANA
800048102,,FUNDACION HOGAR INTEGRAL,JARDÍN INFANTIL,SOACHA,SOACHA,EL ARRROYO,"PUNTO DE ENVIO 1: Carrera 68 C Bis N. 37 A 54 Sur

PUNTO DE ENVIO 2: CALLE 43 BIS B 22 B - 39 ESTE ",CAROLINA GUTIÉRREZ,3203743686,gerencia@fundacionhogarintegral.org,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
830056893,,FUNDACION GIMNASIO LOS SAUCES,INSTITUCIÓN EDUCATIVA,SOACHA,BOSA,BRASIL,CARRERA 88 I No.51 C - 15 SUR,EDGARDO CORONADO - ELSA GLADYS MEDINA,3160246076 - 3178539059,"gimsau@gimsau.edu.co, sacademica@gimsau.edu.co",MIÉRCOLES,SEMANAL,SEMANAL
830053460,,FUNDACION SOCIAL CASA DE REHABILITACION INTEGRAL ANTIOQUIA,TERAPÉUTICO POR ADICCIÓN,FONTIBÓN,FONTIBÓN,LA GIRALDA,CALLE 22 H NO. 103A-48,ANGELICA PERDOMO,3108589044,fundacionantioquia@yahoo.com,MARTES,SEMANAL,SEMANAL
830002453,,FUNDACION IMIC COLOMBIA MINISTRANDO A NIÑOS Y JOVENES,COMEDOR ESCOLAR,INMACULADA CONCEPCIÓN,TEUSAQUILLO,LA SOLEDAD,CRA. 26 NO. 40 - 36 (ADMINISTRATIVA) / VEREDA LA TRANSVERSAL 24E #79A-30 SUR - OPERATIVA,JENNYFER AMBROSIO,244 36 02 -3106896945 - 3204326153,fundacion_imic@outlook.com,LUNES,QUINCENAL,1 Y 3 SEMANA DEL MES
832006557,,FUNDACION JUVENIL REVIVIR SIGLO XXI,TEJIENDO COMUNIDAD,SOACHA,SOACHA,"LOMA LINDA, ALTOS DE CAZUCA COMUNA 4",CALLE 10 A NO. 11 - 38 ESTE,PATRICIA PABÓN RAMÍREZ,3165430499 - 3208334911,diapara184@hotmail.com,SÁBADO,QUINCENAL,2 Y 4 SEMANA DEL MES
900895750,,FUNDACION NUESTRO HOGAR,COMEDOR ESCOLAR,SAN PABLO,USME,JUAN REY,CARRERA 14 B ESTE No. 74 B - 67 SUR,ALEJANDRA ROJAS,3153047547,funda.nuestrohogar@gmail.com,MARTES,SEMANAL,SEMANAL
900248011,,"FUNDACION MARIA, REFUGIO DEL AMOR SANTO",COMEDOR ESCOLAR,SOACHA,BOSA,SAN JOAQUIN,"CARRERA 88 I No. 72 - 70 SUR
COMEDOR CARRERA 3 ESTE No. 00 - 39 (LA CRISTALINA - SOACHA)",MIGUEL GARCÍA,723 85 86 - 313 813 34 00 - 225 69 66,legionario12010@hotmail.com,MARTES,MENSUAL,4 SEMANA
900349408,,FUNDACION HUELLAS DE ARTE Y CULTURA Y PODRA UTILIZAR LA SIGLA FUNHAC,JARDÍN INFANTIL,SAN PEDRO,SUBA,NUEVA ZELANDIA,CALLE 176 No. 52 - 10,ANGELA MARÍA ORTEGA GONZALEZ,3118050618,fundacionhuellasdearte@gmail.com,MARTES,QUINCENAL,1 Y 3 SEMANA DEL MES
